year,title,total_titles
1918,studies in word association : experiments in the diagnosis of psycho- pathological conditions carried out at the psychiatric clinic of the univ,5942
1918,jungle stories,5942
1918,k. k,5942
1918,metaphysics of the supernatural as illustrated by descartes,5942
1918,right above race,5942
1918,greek reunion,5942
1918,"pseudophilhellenes : a letter to e. venizelos on the duplicity of principal burrows, of king's college",5942
1918,children's stories from japanese fairy tales and legends,5942
1918,the azure rose,5942
1918,the hell-gate of soissons and other poems,5942
1918,a hermit turned loose,5942
1918,tables of physical and chemical constants and some mathematical functions,5942
1918,kaye-smith (sheila)—little england,5942
1918,the drift of pinions,5942
1918,this same jesus : meditations on the manifestations of christ to-day,5942
1918,french vocabularies and idiomatic phrases,5942
1918,avant courier,5942
1918,a first history of eng,5942
1918,eve of st,5942
1918,letters to his family and friends,5942
1918,"the art of money collecting, incl",5942
1918,"ancient indian education : an inquiry into its origin, development, and ideals",5942
1918,creeds ; a world embracing poem,5942
1918,kedar nath das gupta,5942
1918,"28, swd",5942
1918,collicry sinking through heavily watered strata,5942
1918,selected speeches and documents on british colonial policy,5942
1918,my escape from germany,5942
1918,clinical case-taking: an intro,5942
1918,christian life,5942
1918,showers of blessing : true incidents of christian life and work,5942
1918,keily's directory of herefordshire and shropshire,5942
1918,"kelly's handbook to the titled, landed and official classes",5942
1918,claude's book,5942
1918,postal savings : an historical and critical study of the postal savings bank system of the united states,5942
1918,alternating current electrical engineering,5942
1918,aladdin : a pantomime,5942
1918,the call and other poems,5942
1918,the pan-angles : sideration of the federation of the seven english-speaking nations,5942
1918,"intensive farming in india :a manual on the cultivation of rice, cotton, wheat, sugar- cane, tobacco, tea, coffee, coconut, potatoes and onion,",5942
1918,the simplest thing in the world,5942
1918,two essays : don quixote ; the politics of burns,5942
1918,history of banking in scotland,5942
1918,the girl from kur,5942
1918,on active service : a book of golden thoughts,5942
1918,"the day's burden : studies, literary and political, and miscellaneous essays",5942
1918,army dentistry,5942
1918,instructions on the holy eucharist,5942
1918,"life in christ ; or, what it is to be a christian",5942
1918,omar khayyam,5942
1918,saul and david : an epic drama,5942
1918,the science of power,5942
1918,the oracle of colour,5942
1918,kiddies' annual (the),5942
1918,mrs,5942
1918,manual of argentino railways for,5942
1918,"the canton- ment manual ; or, facts for every soldier",5942
1918,peasant dances and songs of many lands,5942
1918,"kinematograph year book, diary and directory",5942
1918,the high heart,5942
1918,feeding and care of baby,5942
1918,natural feeding of infants,5942
1918,the story of the teeth and how to save them,5942
1918,"king's dictionary of ireland : containing concise information about every irish person, place and subject of historic interest",5942
1918,legends of babylon and egypt in relation to hebrew tradition,5942
1918,passion and pot-pourri,5942
1918,with silent friends,5942
1918,kingdom of content (the),5942
1918,king's “ contemptibles (the) : an epic of the men of mons,5942
1918,king's verse : poems of a new poetry society,5942
1918,victory in air : force- ful facts (on correct breathing),5942
1918,water babies,5942
1918,ravenshoe,5942
1918,the order of st,5942
1918,from powder monkey to admiral,5942
1918,mark seaworth,5942
1918,the three midshipmen,5942
1918,boys of hendersley,5942
1918,chemistry for beginners,5942
1918,the developinent of forest law in america,5942
1918,the holy war,5942
1918,kipling's message,5942
1918,twenty poems,5942
1918,little miss muffet : a whim- sical invention,5942
1918,a study of silent minds : war studies in education,5942
1918,industry and finance : war expedients and reconstruction : being results of inquiries by the british assn,5942
1918,south america and the war,5942
1918,kiswahlll : the english verb,5942
1918,"kiswahili, see also swahili kit of the kitchen",5942
1918,"theory and practice of language teaching, w",5942
1918,massage and medical gymnastics,5942
1918,principles and practice of milk hygiene,5942
1918,fifteen thousand useful phrases,5942
1918,how to build mental power,5942
1918,hardanger and cross stitch,5942
1918,"a manual of the processes of winding, warping and quilling of silk and various other yarns from the skein to the loom",5942
1918,"english- russian and russian-english technical, military and naval dictionary",5942
1918,medical ophthalmology,5942
1918,new reduction methods in volumetric analysis,5942
1918,a manual of dyeing,5942
1918,sea fishing on the north wales coast,5942
1918,cordwainer ward in the city of london : its history and topography,5942
1918,"confirmation ; or, strength for active service",5942
1918,st,5942
1918,our bird friends and how they live,5942
1918,the british in capri,5942
1918,the art of thinking rev,5942
1918,a spiritual aeneid,5942
1918,radiograplıy and radio-thera- peutics,5942
1918,"knyvett (r. hugh, capt",5942
1918,all-of-a-sudden carmen,5942
1918,diseases of occupation and vocational hygiene,5942
1918,a handbook of moral theology,5942
1918,koch (theodore wesley)-the university of louvain and its library,5942
1918,"south america, an industrial and commercial field",5942
1918,ed,5942
1918,people of the universe: four serbo-croatian plays,5942
1918,the social evolution of poland in the,5942
1918,applied and economic botany,5942
1918,scientific and applied phare macognosy,5942
1918,select fables,5942
1918,the diary on the science of life,5942
1918,la grammaire : comédie vaude- ville,5942
1918,ea,5942
1918,the problem of juvenile employment after the war,5942
1918,labour party-labour and the new social order : a report on reconstruction,5942
1918,labour party—the replies of the socialist parties of the central powers to the inter-allied memorandum on war aims; w,5942
1918,oxford sermons,5942
1918,south african exploration,5942
1918,an essay on a congress of nations for the adjustment of international disputes without resort to arms,5942
1918,the guardians of the gate ; historical lectures on the serbs,5942
1918,fables of la fontaine,5942
1918,selected fables,5942
1918,fractures of the orbit and injuries to the eye in war,5942
1918,carols of a convict,5942
1918,lefcre the wind : a novel,5942
1918,the submarine in war and peace : its developments and its possibilities,5942
1918,"concrete cottages, smail garages and farm buildings",5942
1918,jezebel : a play,5942
1918,tales from shake- i speare,5942
1918,tales from shake- speare,5942
1918,councelman (w. t.) and lambert (r. a.) lambert (uvedale)-rural housing couditions and the “ tied ” cottage,5942
1918,"lamplighters (the), and other verses",5942
1918,the (nôsis of the light : a translation of the intitled apocalypse con- tained in the codex brucianus; w,5942
1918,see locker-lampson,5942
1918,jim of the ranges,5942
1918,the savignys,5942
1918,"prophecy, the war, and the near east",5942
1918,acct,5942
1918,"obadiah and jonali, in the revised version",5942
1918,town planning in mad ras : a review of conditions and requirements of city improvement and development in madras presidency,5942
1918,the animated garden: a patriotic pastoral play in one act,5942
1918,"land, acquisition of-correspondence betw",5942
1918,"land court, scottish",5942
1918,the operative treat- ment of chronic intestinal stasis,5942
1918,"dartymoor in devon, and",5942
1918,simple nature songs,5942
1918,the excess profits duty and the excess mineral rights duty,5942
1918,"ominous days ! or, the signs of the times",5942
1918,"half-hours with the micro- scope, new ed",5942
1918,"natural science and the classical system in education : essays, new and old",5942
1918,practical calculations for engineers,5942
1918,"out of the east, and other poems",5942
1918,life lines : a book for seamen,5942
1918,defence and foreign affairs : a sug,5942
1918,"last of the war lords (the): new lights on the life and personality of kaiser wilhelm ii, his relations with britons and americans, with artists and writers, and some account of bis love affairs",5942
1918,a history of the congregations in the presbytery of dungannon,5942
1918,a frenchman's walk through ireland,5942
1918,men in battle,5942
1918,a minstrel in france,5942
1918,the heart of her highness,5942
1918,fighting france,5942
1918,a little chaff,5942
1918,see also “ fish” (a. h fish] and lavington,5942
1918,the haunted gallery of hampton court and its associations with shakespeare,5942
1918,law of values (the) : an exposition of the primary causes of stock and share fluctuations,5942
1918,the book of the school garden,5942
1918,the kingsway book of the allotment,5942
1918,mrs,5942
1918,youth went riding : a romance,5942
1918,new poems,5942
1918,some wild flowers and how to name them,5942
1918,a levy on capital,5942
1918,the ancient churches of bristol : notes,5942
1918,"register of, for",5942
1918,laws,5942
1918,letters of a tead- master soldier,5942
1918,see langdon (a. m.) and lawson,5942
1918,lawyer's remembrancer and pocket book,5942
1918,laxton's builder's price book for,5942
1918,the pupils' class-book of geography : europe,5942
1918,the vegetable garden,5942
1918,man's unconscious conflict : popular exposition of psychoanalysis,5942
1918,lay-folk's ritual,5942
1918,stand-down!,5942
1918,brave boys and girls in wartime : true stories,5942
1918,diverting stories of clerical life : a war-time tonic brimful of good humour,5942
1918,frenzied fiction,5942
1918,perpetual fires,5942
1918,"the sheffield banking company, limited : an historical sketch",5942
1918,what is this spiritualism ?,5942
1918,league of nations society-a handbook for speakers on a league of nations,5942
1918,league of nations,5942
1918,letters of a v.a.d,5942
1918,new zealanders in samoa,5942
1918,leaves in the wind,5942
1918,ledoux-lehard,5942
1918,inspiration,5942
1918,the world to come and final destiny,5942
1918,felicity )--seventy thou- sand veils,5942
1918,last songs,5942
1918,under coligny's banner : a story of huguenot france,5942
1918,wives of the prime ministers,5942
1918,the green jacket,5942
1918,modern sons of the pharaohs : a study of the manners and customs of the copts of egypt,5942
1918,leeds astronomical society-journal and trans- actions for the year,5942
1918,home doctoring of animals,5942
1918,god's garden and,5942
1918,the love that ceases to calculate,5942
1918,meatless and less-meat cookery,5942
1918,tips on camels for veterinary surgeons on active service,5942
1918,dreamikins,5942
1918,a happy woman,5942
1918,terrie's moorland home,5942
1918,a short treatise on canadian constitutional law,5942
1918,aids to rational thera- peutics,5942
1918,pieces of eiglit,5942
1918,the irish commercial and railway gazetteer,5942
1918,the theory and practice of jute spinning,5942
1918,king george and the royal family,5942
1918,"rhyme and revolution in germany: a study in german history, life, literature and character",5942
1918,"a simple guide to interior economy, for the use of warrant officers and non-commissioned officers of the infantry",5942
1918,nan,5942
1918,"tractatus de bello, de represaliis et de duello",5942
1918,general foch at the marne : an account of the fighting in and near the marshes of saint-gond,5942
1918,the vagabond and other poems from punch,5942
1918,the ways of mental prayer,5942
1918,the duchess grace,5942
1918,guilty or innocent,5942
1918,the hand of the un- seen: a romance of real life,5942
1918,researches on egyp- tian bilharziosis,5942
1918,lessons of the russian revolution,5942
1918,three years of world-revolution,5942
1918,napoleon,5942
1918,"two sussex parishes, crawley and ifield, and some notes thereon",5942
1918,the poetry of peace,5942
1918,beryl of the biplane,5942
1918,the great plot,5942
1918,the little blue goddess,5942
1918,love intrigues of the kaiser's sons,5942
1918,the mask,5942
1918,the minister of evil : the secret history of rasputin's betrayal of russia,5942
1918,"more secrets of potsdam : startling, exposures of the inner life of the courts of the kaiser and crown prince, revealed for the first time by count ernst von heltzen",5942
1918,the mysterious mr,5942
1918,spies of the kaiser : plotting the downfall of england,5942
1918,the stolen statesman : being the story of a hushed-up mystery,5942
1918,the white glove,5942
1918,the yellow ribbon,5942
1918,the treatment of fractures,5942
1918,beia,5942
1918,the demon,5942
1918,the adventures of gil blas of santillane,5942
1918,"a bibliography of works by officers, non- commissioned officers, and men who have served in the royal bengal, madras, or bombay artillery",5942
1918,the sins of the children,5942
1918,letters from somewhere,5942
1918,"letters from the front: a record of god's protec- tion and loving care for his servant, james wallace",5942
1918,lotters of an expectant grandinother,5942
1918,"letters of thomasina atkins, private (w.a.a.c.), on active service",5942
1918,court and diplomacy in austria and germany : what i know,5942
1918,twilight reveries,5942
1918,the six-hour day and other industrial questions,5942
1918,the “ mummie of,5942
1918,cornwall in general and fowey in particular : selections in verse from my cornish note-book,5942
1918,the faerie boat and other verses written in the pixie parlour,5942
1918,"flanders to fowey ( ypres and après): verses of active service, hospital and convalescence",5942
1918,forty-seven thousand (the black book,5942
1918,a “foyen picture book ,5942
1918,h.m.s vindictive,5942
1918,ready money cove and way back o' beyond : verses,5942
1918,roehampton rhymes : selections,5942
1918,"the storie of foye or rather some of it, in verse",5942
1918,when the sammies marched through london (may,5942
1918,german rule in africa,5942
1918,mrs,5942
1918,"how to run a patrol, &c",5942
1918,tarr,5942
1918,"reconstruction, of the poor law : the devoted work of the guardians",5942
1918,a system of physical chemistry,5942
1918,the dickens circle : a narrative of the novelist's friendships,5942
1918,the achievement of the british navy in the world-war,5942
1918,an introduction to the history of science,5942
1918,"liberal federation, national",5942
1918,liboral policy in the task of political and social reconstruction,5942
1918,liberal year book,5942
1918,library association -- public libraries : their development and future organization,5942
1918,library association : technical and commercial libraries ctte,5942
1918,licensing statistics-form i,5942
1918,my mission to london,5942
1918,short-story writing : advice to beginners by sixteen famous authors,5942
1918,militarism and anti-militarism with special regard to the international young socialist movement,5942
1918,the meaning of grace in relation to the sacrament of holy communion,5942
1918,account,5942
1918,thoughts on evangelism,5942
1918,mr,5942
1918,the moving finger,5942
1918,"lincoln diocesan calenda , clergy list and general almanack",5942
1918,"mountain meditations, and some subjects of the day and the war",5942
1918,"anglo-belgian relations, past and present",5942
1918,the mercantile year book and directory of exporters,5942
1918,more mother stories,5942
1918,mother stories,5942
1918,sons of ulster,5942
1918,mrs,5942
1918,"early philadelphia : its people, life and progress",5942
1918,liquid fuels,5942
1918,is,5942
1918,nan,5942
1918,"transactions, &c",5942
1918,the gay cavalier : verses,5942
1918,the armenian question in the american house of representatives : a speech,5942
1918,by“ taffrail,5942
1918,little stories for little people,5942
1918,the bolshevik revolution : its rise and meaning,5942
1918,livo stock journal almanack,5942
1918,attack: an infantry subaltern's impressions of july,5942
1918,the theory of electricity,5942
1918,liverpool diocesan calendar and churchman's year book,5942
1918,engine-room practice : a handbook for the royal navy and mercantile marine,5942
1918,christina forsyth of fingo- land : the story of the loneliest woman in africa,5942
1918,"mary slessor of calabar, pioneer missionary",5942
1918,the white queen of oko- yong : mary slessor,5942
1918,livy-livy's veil and the etruscan confederacy,5942
1918,poems written during the great war,5942
1918,the great opportunity,5942
1918,the uprooters,5942
1918,the cult of old paintings and the romney case,5942
1918,beginner's guide to latin : a first latin translation book,5942
1918,local government bd,5942
1918,local government bd,5942
1918,annual report,5942
1918,nan,5942
1918,"houses for the working classes after the war : memorandum, july",5942
1918,war charities act,5942
1918,local loans fund-accounts,5942
1918,the true conception of god: a sermon,5942
1918,the true conception of priest- hood : a sermon,5942
1918,the rough road,5942
1918,"oratory, british and irish : the great age (from the accession of george the third to the reform bill",5942
1918,"lockwood's builder's, architect's, contractor's and engineer's price book",5942
1918,"fibroids and allied tumours, myoma and adenomyoma their pathology, clinical features and surgical treatment",5942
1918,christopher : a study in human personality,5942
1918,hyuro- electric power stations,5942
1918,nan,5942
1918,london bankers' year book,5942
1918,london diocese book,5942
1918,london gazette,5942
1918,alphabetical list,5942
1918,"london postal area, streets and places in, lorimer (norma) --catherine sterling",5942
1918,post office,5942
1918,nan,5942
1918,the art of health,5942
1918,"the great hereafter: the long (james)—british pigs : the art of making road to perfection and ayeden, a planet of them pay",5942
1918,nan,5942
1918,3d,5942
1918,"louisiana, reconstruction in, after",5942
1918,152,5942
1918,the communion of saints,5942
1918,nan,5942
1918,reconstruction in louisiana after,5942
1918,love and friendship: a little book of choice thoughts,5942
1918,"lord's coming, little book of the, byron (m.) love of an unknown soldier",5942
1918,lovelit flames,5942
1918,a pocket-book for mechani- cal engineers,5942
1918,the governance of england,5942
1918,governments and parties in continental europe,5942
1918,jane oglander,5942
1918,love and hatred,5942
1918,out of the war ?,5942
1918,a poet for shure !,5942
1918,france the apostle and the ethics of the war : three lectures,5942
1918,historical geography of the british dominions,5942
1918,patriotism : an address,5942
1918,iwixt eagle and dove,5942
1918,from hour to hour: essays for odd moments,5942
1918,mansel fellowes,5942
1918,col,5942
1918,the evolution of the earth and its inhabitants : a series of lectures,5942
1918,organic evolution : a text book,5942
1918,the systematic treatment of gonorrhoea,5942
1918,nan,5942
1918,gen,5942
1918,lunar month and “sportsman's guide ” annual summary of past racing for,5942
1918,chapters from my life,5942
1918,food in war time,5942
1918,lutyens(w. e.)–our lady seeks saint elizabeth : a poem,5942
1918,"field book of, insects",5942
1918,the enchanted barn,5942
1918,early babylonian letters from larsa,5942
1918,the state tax commission : a study of the development and results of state control over the assessment of property for taxation,5942
1918,luxury duty-explan,5942
1918,luxury duty-report fr,5942
1918,a text-book on gonorrhoea,5942
1918,a treatise on cystoscopy and urethroscopy,5942
1918,"some aspects of ancient arabic poetry, as illustrated by a little-known sex",5942
1918,an english rose,5942
1918,two pierrot plays : the dream stone; the dream gate,5942
1918,wild life of the world : a descrip- tive survey of the geographical distribution of animals,5942
1918,a fifteenth century biblio- graphy (of john biffus's ,5942
1918,hospital sketches,5942
1918,knights of the air,5942
1918,songs of youth and war,5942
1918,the arms of the scottish bishoprics,5942
1918,nan,5942
1918,m. j. see j. (m.) m. r. e. see e. (m. r.) “ m. s.” see s. (m.) mcalerney (john)-the magic cup and other poems,5942
1918,religious changes in oxford during the last fifty years,5942
1918,social and industrial reform,5942
1918,social and industrial reform : some international aspects,5942
1918,history of england,5942
1918,macau- lay's life of johnson,5942
1918,american city progress and the law,5942
1918,the play work book,5942
1918,the growth of religion : a study of its origin and development,5942
1918,the popes and their church : a candid account,5942
1918,the prisoner of war in germany,5942
1918,remnants,5942
1918,incidents in the life of a mining engineer,5942
1918,crusaders : a play in two acts,5942
1918,"a pier and a band, a novel of the nineties",5942
1918,the believer's joy,5942
1918,the determination of,5942
1918,dental and oral radio- graphy,5942
1918,nan,5942
1918,the terms of the coming peace,5942
1918,to restore the ten commandments : the basis of a permanent peace for europe,5942
1918,the truth about the secret treaties,5942
1918,the war aims of the british people : an historic manifesto,5942
1918,war neuroses,5942
1918,green fancy,5942
1918,the prince of grau- stark,5942
1918,tropical surgery and diseases of the far east,5942
1918,a simple system of book-keeping for farmers and small,5942
1918,songs of an,5942
1918,lessons in portuguese commercial correspondence,5942
1918,national defence : a study in militarism,5942
1918,the amazing city,5942
1918,"war-time nursery rhymes, dedicated to d.o.r.a",5942
1918,field sanitation,5942
1918,the italian fairy book,5942
1918,realism : a study in art and thought,5942
1918,poems,5942
1918,history of the church in scotland,5942
1918,his grace of grub street,5942
1918,nan,5942
1918,beware the german's peace,5942
1918,mockery : a tale of decep- tions,5942
1918,the art of keeping well,5942
1918,the romance of the human body,5942
1918,"marine engineer's drawing book, for ist class candidates board of trade examinations",5942
1918,glenmornan,5942
1918,the swirl,5942
1918,one and twenty,5942
1918,the innocents: a legend of war-time,5942
1918,war and the christian faith,5942
1918,machine gun transport work on active service,5942
1918,god in a world at,5942
1918,the face of an angel : a study in mosaic,5942
1918,the starting place of glory,5942
1918,the poetry of keble as a guide to the clergy in their pastoral work,5942
1918,the disease and remedy of sin,5942
1918,the sixth sense,5942
1918,the early life and adven- tures of sylvia scarlett,5942
1918,the awakening of india,5942
1918,notes on mess etiquette,5942
1918,poems,5942
1918,nisbet's girls' realistic arithmetic,5942
1918,serving the king's men : how the salvation army is helping the nation,5942
1918,through the hindenburg line : crowning days on the western front,5942
1918,outlines of social philosophy,5942
1918,british orchids : how to tell one from another,5942
1918,diseases of the heart,5942
1918,"the station platform, and other poems",5942
1918,john brown of haddington,5942
1918,"the action of muscles, incl",5942
1918,shrines in alsace- lorraine,5942
1918,bank book-keeping,5942
1918,"the spirit that wins ; or, the triumph of the cross",5942
1918,"efiect of war on contract : being an attempted analysis of the doctrine of discharge of contract by impossibility of performance, with a résumé of the principal cases decided in the english courts during the present war",5942
1918,"brigadier mackintosh of borlum, jacobite liero and martyr",5942
1918,miserere,5942
1918,"war, the liberator, and other pieces",5942
1918,a message to the church,5942
1918,the lyceum book of war verse,5942
1918,the naval architect's and shipbuilder's pocket book,5942
1918,"the way to victory, with a scheme for an immediate league of nations",5942
1918,out of the dust of battle,5942
1918,mechanical engineering for beginners and others,5942
1918,sixteen causes of war,5942
1918,the starting place of the day: a book of prayers for family worship,5942
1918,"the laws of health and prosperity and how to apply them: twelve lessons in spiritual science with tech- nique, &c",5942
1918,poems,5942
1918,lecithiu and allied subs tances : the lipins,5942
1918,tower of ivory,5942
1918,the darkest hour,5942
1918,graduation : a novel,5942
1918,"burns and their treatment, including dermatitis from high explosives",5942
1918,poems of love and war,5942
1918,"81x54, pp",5942
1918,the professor in erin,5942
1918,the harvest and the vintage : an interpretation of the times,5942
1918,canadian wonder tales,5942
1918,protestantism in germany,5942
1918,practical flying complete course of flying instruction,5942
1918,glass houses,5942
1918,the valley of the squinting windows,5942
1918,lark's gate : novel,5942
1918,the constitutional and parliamentary history of ireland till the union,5942
1918,asoka,5942
1918,aural culture based upon musical appreciation,5942
1918,over here : impressions of america by a british officer,5942
1918,the road through the bog,5942
1918,arithmetic for miners,5942
1918,the nature of pyrexia and its relation to: micro-organisms,5942
1918,"co-operative union limited, the story retold : an intermediate text-book on co-operation",5942
1918,the burgomaster of stilemonde : a play in three acts,5942
1918,the miracle of saint anthony,5942
1918,god's love and man's perplexity,5942
1918,a general sketch of european literature in the centuries of romance,5942
1918,ypres-yper: a few notes on its history before the war,5942
1918,an essay on crafts and obedience,5942
1918,lovers of silver,5942
1918,"a schoolmaster's diary: being extracts from the journal of patrick traherue, m.a., sometime assistant master at radchester and marlton",5942
1918,a good man? demy,5942
1918,"watchman, what of the night ? being some thoughts on the position and ideals of the church of eugland",5942
1918,the flaming sword of france :sketches froin an observation post of the french artillery near verdun,5942
1918,"young heaven, and three other plays",5942
1918,"capital, war and wages : three questions in outline",5942
1918,the liinits of pure democracy,5942
1918,winfred : a romance of rumayne,5942
1918,"locomotor ataxia, tabes dorsalis : an intro",5942
1918,manchester and the movement for national elementary education,5942
1918,a short cut to a splendid peace,5942
1918,a polish manual for self- tuition,5942
1918,manchester diocesan directory and churchman's almanack,5942
1918,manchester egyptian and oriental society- journal,5942
1918,mandelstamm(valentin)-the cossack: a romance,5942
1918,a surgeon in arms,5942
1918,lucas cappe)-a subaltern's musings,5942
1918,land and labour in a deccan village,5942
1918,"mary, queen of scots, at langside",5942
1918,the pedlar's pack,5942
1918,peg o' my heart,5942
1918,the dupe : a british and south african story of the years,5942
1918,humours of a peat com- mission,5942
1918,christ's view of the kingdom of god: a study in jewish apocalyptic and in the mind of jesus christ,5942
1918,a manual of motor mechanics and high-efficiency tuning,5942
1918,"manual of splints and appliances for the treat- ment of bone and joint injuries, a3 supplied to the united states army by the american red cross",5942
1918,manual of the sodality of the eucharistic heart of jesus,5942
1918,"manual of the steam wagon (a): maintenance, overhaul, garage and running repairs : how to get the best out of all types of steam road vehicles",5942
1918,manuscript writing,5942
1918,manuscript writing and lettering: a hdbk,5942
1918,if we return : letters of a soldier of kitchener's army,5942
1918,map of the world showing wireless stations,5942
1918,"can we compete ? germany's assets in finance, trade, education, consular training, &c",5942
1918,marburg (theodore) ed,5942
1918,towards racial heaith,5942
1918,cynthia wins : a tale of the rocky mountains,5942
1918,a dangerous mission : a tale of russia in revolution,5942
1918,the unguarded hour,5942
1918,the business of war,5942
1918,do it to a finish,5942
1918,destroyer doings,5942
1918,nan,5942
1918,hunters of the u-boat,5942
1918,petrol patrols,5942
1918,marine oil engine handbook,5942
1918,"the maternity nurses' daily guide, or pocket-book of reference",5942
1918,the women who wait,5942
1918,handbook to the natural history of cambridgeshire,5942
1918,the wise urchin,5942
1918,marriage as a wcalth distributor,5942
1918,the eastern question : an historical study in european diplomacy,5942
1918,english history in shake- speare,5942
1918,"the european common- wealth problems, historical and diplomatic",5942
1918,mar,5942
1918,"the maritime ecology of holme next-the-sea, norfolk",5942
1918,rupert brooke : a memoir,5942
1918,tot and tim,5942
1918,a man with nine lives,5942
1918,"on the jury, and other stories",5942
1918,orders to marry,5942
1918,a junior course of practical zoology,5942
1918,abington abbey,5942
1918,boy kings and girl queens,5942
1918,doing their bit in tea-pot land and other fairy stories,5942
1918,caliph for a day,5942
1918,the psalms at work : being the english church psalter with notes on the use of the psalms,5942
1918,glass and glass manufacture,5942
1918,industrial and manufacturing chemistry,5942
1918,the story of the thirteenth (canadian) battalion,5942
1918,marine oil engines,5942
1918,st,5942
1918,feats on the fjord,5942
1918,the dream physician: a play in five acts,5942
1918,the dream physician : play in five acts,5942
1918,co,5942
1918,the history of european philosophy: an introductory bcok,5942
1918,the dreadnought adventure book,5942
1918,"mary of the winds, and other tales",5942
1918,a poem and two plays,5942
1918,the courtship of morrice buckler,5942
1918,made free in prison,5942
1918,the valley of dreams,5942
1918,nan,5942
1918,french exercises,5942
1918,"a french grammar, for schools and colleges",5942
1918,the secret press in belgium tr,5942
1918,the desert campaigns,5942
1918,charles williams,5942
1918,the deliverance of jeru- salem,5942
1918,church self-government papers,5942
1918,"maternity and child welfare-l.g.b. circulars, memoranda, &c",5942
1918,mathematical papers for admission into the royal military academy and the r.m. college,5942
1918,"mathematical papers for admission into the royal military academy and royal military college, and papers in elementary engineering for naval cadetships, nov",5942
1918,by roaring loom,5942
1918,holy russia and other poems,5942
1918,dr,5942
1918,the freedom of jerusalem,5942
1918,the riddle of nearer asia,5942
1918,the vista of victory,5942
1918,buds and blossoms : talks to the children,5942
1918,matriculation chemistry papers : being the papers in chemistry set at the matric,5942
1918,matriculation english papers : papers in english set at matric,5942
1918,matriculation french papers: papers set at the matric,5942
1918,"matriculation latin papers : papers in latin grammar, composition and unseen translation set at matric",5942
1918,matriculation model answers : english: being reprints of london univ,5942
1918,studies in greek tragedy,5942
1918,my thoughts : poems,5942
1918,faith and free- dom : being constructive essays in the appli- cation of modernist principles to the doctrine of the church,5942
1918,coast erosion and protec- tion,5942
1918,the restoration of organs,5942
1918,the aviation pocket- book for,5942
1918,"the george inn, southwark : a survival of the old coaching days",5942
1918,one year at the russian court,5942
1918,leo tolstoy,5942
1918,religion and realities,5942
1918,liza of lambeth,5942
1918,the stars and how to identify them,5942
1918,the world in chains : some aspects of war and trade,5942
1918,afforestation and the partially disabled : a sequel to “ an imperial obligation,5942
1918,maxwell's book on chartwork and plans,5942
1918,"the lowland scots regiments : their origin, character and services previous to the great war of",5942
1918,the mirror and ti e lamp,5942
1918,the prevention of venereal diseases,5942
1918,the chemistry of synthetic drugs,5942
1918,the allotment holder's guide,5942
1918,an alphabet of stories,5942
1918,"cows, cow-houses and milk",5942
1918,a small book on electric motors for continuous and alternating currents,5942
1918,take with you words,5942
1918,maynard (theodore)—folly and other poems,5942
1918,olympus speaks : a revelation from the unseen world in the form of dialogues between the gods of the ancient world,5942
1918,navigation,5942
1918,a little silver trumpet,5942
1918,meaning of reconstruction (the),5942
1918,e. k. means (eight stories,5942
1918,the flapper's mother,5942
1918,mechanical world ” electrical pocket book,5942
1918,mechanical world year book,5942
1918,mechanism of the enfield ,5942
1918,report on twilight medical directory (the),5942
1918,"who giveth us the victory : be medical : injuries and diseases of war, army",5942
1918,"medical : internal secretion, organs of, diseases victory ? the strength of britain book",5942
1918,meikle (r. s. and mrs,5942
1918,introduction to modern inor- medical register,5942
1918,700,5942
1918,medical research ctte,5942
1918,the“ medical service bd,5942
1918,"the geographia, standard postage stamp album",5942
1918,the postage stamp album,5942
1918,the premier  postage stamp album,5942
1918,stamp collections for war museums,5942
1918,memory's harvest,5942
1918,a study of calvin and other papers,5942
1918,paul méral's book of recitatives,5942
1918,mercantile directory of japan,5942
1918,mercantile marine rgns,5942
1918,"mercantile marine standard uniform: order in council, sept",5942
1918,mercantile marine standard uniform : report of ctte,5942
1918,mercantile marine surveys and other m.m. services : list of fees and expenses,5942
1918,mercantile navy list and maritime directory,5942
1918,harvest and other poems,5942
1918,merchant shipping,5942
1918,the origins of contemporary pyschology,5942
1918,memoirs,5942
1918,jumped by convicts : a tale of plantation life in british guiana,5942
1918,the actor manager,5942
1918,conrad in quest of his youth,5942
1918,cynthia,5942
1918,morrick (leonard)-the man who was good,5942
1918,the man who was good,5942
1918,the position oí peggy harper,5942
1918,the quaint companions,5942
1918,when love flies out of the window,5942
1918,while paris laughed : being pranks and passions of the poet tricotin,5942
1918,the worldlings,5942
1918,morry tales for merry children,5942
1918,woman : a citizen,5942
1918,baffin bay and davis strait,5942
1918,meteorological office-cloud forms according to international classification : definitions and descriptions approved by internat,5942
1918,meteorological office marine observer's hand,5942
1918,meteorological office-seaman's handbook of meteorology : a companion to barometer manual for use of seamen,5942
1918,meteorological office-weather of the british coasts,5942
1918,meteorological office--weather reports : weekly ea,5942
1918,mothodist conference-minutes,5942
1918,industrial justice through banking reform : an outline of a policy of individualism,5942
1918,mow's digest of english case law,5942
1918,mew's digest of english case law,5942
1918,where are our dead ?,5942
1918,second marriage,5942
1918,steam road vehicles : the underlying elements of theory and practice in the use of the steam waggon,5942
1918,sir gilbert de middleton and the part he took in the rebellion in the north of england in,5942
1918,airfare of to-day and of the future,5942
1918,glorious exploits of the air,5942
1918,tails up,5942
